id,price_doc
30474,23190555.635487225
30475,10987435.698629554
30476,12073889.041357674
30477,10872921.531799953
30478,11035648.972031722
30479,28739961.46463214
30480,8571411.740575617
30481,11214832.624024315
30482,7410140.470582208
30483,10932592.684281075
30484,14774791.223264948
30485,11035648.972031722
30486,6589078.0668213675
30487,14409717.281456018
30488,11660115.226297764
30489,11150133.2788931
30490,24209560.585429046
30491,38913411.072179474
30492,14418733.250273572
30493,38840459.56974602
30494,11035648.972031722
30495,6688738.067608511
30496,6864636.636219333
30497,14128581.771808015
30498,7513989.6755027
30499,6589078.0668213675
30500,18399314.74717872
30501,25352506.106253065
30502,11239411.240278544
30503,28659180.557199903
30504,6589078.0668213675
30505,15730915.429876763
30506,11443356.357211975
30507,11020128.820831032
30508,8571411.740575617
30509,6589078.0668213675
30510,14774791.223264948
30511,6589078.0668213675
30512,15812301.500228388
30513,8571411.740575617
30514,6589078.0668213675
30515,14774791.223264948
30516,11545809.746388549
30517,28739961.46463214
30518,28834493.68297237
30519,6589078.0668213675
30520,8363541.184491712
30521,9398367.582420165
30522,11576543.23234064
30523,6589078.0668213675
30524,21282741.04201529
30525,6589078.0668213675
30526,11030473.161179675
30527,11192057.753113784
30528,17863490.079131674
30529,10857630.234765874
30530,11792136.39839224
30531,14586549.923139624
30532,11216586.455581404
30533,8881132.37965563
30534,11035648.972031722
30535,14774791.223264948
30536,11150133.2788931
30537,12580792.277865935
30538,6589078.0668213675
30539,7558771.965787627
30540,14774791.223264948
30541,8177318.168297508
30542,11443356.357211975
30543,15399903.077187935
30544,35279188.47897362
30545,6589078.0668213675
30546,11225359.728318587
30547,8363541.184491712
30548,11179813.524200384
30549,10992591.315085342
30550,7951602.795863828
30551,11023575.855954831
30552,11443356.357211975
30553,6589078.0668213675
30554,15706335.785350904
30555,8571411.740575617
30556,28739961.46463214
30557,10012827.141903827
30558,15730915.429876763
30559,6589078.0668213675
30560,6589078.0668213675
30561,12565063.771478683
30562,14694148.979979265
30563,7558771.965787627
30564,6589078.0668213675
30565,14443556.262430716
30566,11179813.524200384
30567,11443356.357211975
30568,8209348.484113574
30569,12457461.29339236
30570,30571120.239222385
30571,18399314.74717872
30572,11030473.161179675
30573,14774791.223264948
30574,6589078.0668213675
30575,19855220.256569587
30576,14409717.281456018
30577,6589078.0668213675
30578,11443356.357211975
30579,12582759.724999227
30580,6589078.0668213675
30581,23449462.58678296
30582,28144011.310228728
30583,11035648.972031722
30584,27885548.980933435
30585,6589078.0668213675
30586,15824669.401159639
30587,11218340.56141141
30588,39041406.06072192
30589,12903564.832699614
30590,6589078.0668213675
30591,6589078.0668213675
30592,6589078.0668213675
30593,6864636.636219333
30594,7558771.965787627
30595,6589078.0668213675
30596,11338265.556195358
30597,14774791.223264948
30598,14774791.223264948
30599,6589078.0668213675
30600,7558771.965787627
30601,15465059.915276797
30602,11443356.357211975
30603,14774791.223264948
30604,12321844.34606954
30605,14774791.223264948
30606,6589078.0668213675
30607,6697110.796047301
30608,10934302.3777502
30609,11179813.524200384
30610,11246443.590828864
30611,8571411.740575617
30612,32549475.57568912
30613,8363541.184491712
30614,10253669.549786702
30615,13203611.80313015
30616,8571411.740575617
30617,6589078.0668213675
30618,9640999.39139345
30619,7558771.965787627
30620,11443356.357211975
30621,39329398.65057824
30622,10569494.385036428
30623,27642424.782567937
30624,11216586.455581404
30625,11576543.23234064
30626,6589078.0668213675
30627,24308189.559209898
30628,14774791.223264948
30629,7499903.09507044
30630,7558771.965787627
30631,11035648.972031722
30632,10872921.531799953
30633,34504449.84300904
30634,10086687.704969298
30635,14774791.223264948
30636,22877197.698650736
30637,14774791.223264948
30638,6589078.0668213675
30639,6589078.0668213675
30640,11213079.066697259
30641,8571411.740575617
30642,9815940.474623019
30643,12039952.330585064
30644,14774791.223264948
30645,22877197.698650736
30646,27504449.56638223
30647,10903568.762489535
30648,26088479.037956174
30649,11443356.357211975
30650,12381720.182689432
30651,11443356.357211975
30652,11213079.066697259
30653,19679032.13472439
30654,11738782.363540525
30655,10567841.733138317
30656,11150133.2788931
30657,6589078.0668213675
30658,23659407.70549626
30659,11027023.969291946
30660,16885660.56267113
30661,14804856.64670826
30662,15904053.365380133
30663,6589078.0668213675
30664,6589078.0668213675
30665,11179813.524200384
30666,11443356.357211975
30667,10936012.33858971
30668,8320493.953855567
30669,6589078.0668213675
30670,11671060.30704641
30671,6589078.0668213675
30672,10567841.733138317
30673,6589078.0668213675
30674,6589078.0668213675
30675,11443356.357211975
30676,6589078.0668213675
30677,6589078.0668213675
30678,10055191.316302812
30679,6589078.0668213675
30680,6864636.636219333
30681,11632797.40950406
30682,9815940.474623019
30683,14774791.223264948
30684,6589078.0668213675
30685,27307315.873036742
30686,14774791.223264948
30687,11035648.972031722
30688,10987435.698629554
30689,6589078.0668213675
30690,26088479.037956174
30691,21005013.608074933
30692,6589078.0668213675
30693,19222813.864297435
30694,17482135.449327998
30695,27341498.212377325
30696,9902274.898417523
30697,17090204.740957454
30698,12480859.331867706
30699,30815900.016150303
30700,11030473.161179675
30701,14774791.223264948
30702,12486715.70498496
30703,11738782.363540525
30704,14694148.979979265
30705,6589078.0668213675
30706,26088479.037956174
30707,11443356.357211975
30708,6589078.0668213675
30709,14774791.223264948
30710,23038747.102178775
30711,11738782.363540525
30712,11199060.475217808
30713,30328284.82014914
30714,8442380.26283585
30715,11665586.483037805
30716,14774791.223264948
30717,6589078.0668213675
30718,25970440.58350574
30719,19679032.13472439
30720,10754554.521929707
30721,29366893.863772206
30722,6589078.0668213675
30723,11176317.634087255
30724,14784035.613985825
30725,17777105.362699006
30726,22325879.692057308
30727,14774791.223264948
30728,8323096.558254923
30729,11443356.357211975
30730,30844826.187932648
30731,8571411.740575617
30732,14333308.810928807
30733,22371310.927001826
30734,14784035.613985825
30735,11545809.746388549
30736,7558771.965787627
30737,6589078.0668213675
30738,6589078.0668213675
30739,6589078.0668213675
30740,11027023.969291946
30741,19679032.13472439
30742,8571411.740575617
30743,11030473.161179675
30744,15904053.365380133
30745,12275687.789982991
30746,11545809.746388549
30747,26536958.764199637
30748,18399314.74717872
30749,6589078.0668213675
30750,11169329.132978108
30751,6589078.0668213675
30752,19679032.13472439
30753,8363541.184491712
30754,26002949.469353423
30755,11443356.357211975
30756,7558771.965787627
30757,33410676.617844343
30758,6589078.0668213675
30759,9232312.111106569
30760,11443356.357211975
30761,13574165.537330553
30762,11214832.624024315
30763,14694148.979979265
30764,11179813.524200384
30765,23237746.41114043
30766,11420117.404648712
30767,32255598.887454238
30768,10798368.23457598
30769,22902253.003204964
30770,11179813.524200384
30771,11239411.240278544
30772,16709673.431345304
30773,8571411.740575617
30774,8571411.740575617
30775,28632304.076297157
30776,6589078.0668213675
30777,11179813.524200384
30778,11845732.933079483
30779,31272209.58738953
30780,14834983.25068617
30781,14774791.223264948
30782,7389312.4005062245
30783,11150133.2788931
30784,11738782.363540525
30785,6887215.9776033815
30786,8571411.740575617
30787,8571411.740575617
30788,11179813.524200384
30789,6589078.0668213675
30790,6589078.0668213675
30791,14784035.613985825
30792,14784035.613985825
30793,6589078.0668213675
30794,25647578.70538247
30795,10457700.693060923
30796,22938093.904233105
30797,14694148.979979265
30798,11636436.083944118
30799,13315576.868568009
30800,7855205.565822721
30801,8571411.740575617
30802,27990398.57216376
30803,6589078.0668213675
30804,6589078.0668213675
30805,6589078.0668213675
30806,14784035.613985825
30807,7508117.054467513
30808,14721748.042974338
30809,11738782.363540525
30810,12547392.704926778
30811,11216586.455581404
30812,27850686.469381195
30813,6589078.0668213675
30814,11671060.30704641
30815,14430011.144606724
30816,23420146.069958046
30817,11443356.357211975
30818,30825539.058058154
30819,15824669.401159639
30820,34835153.50244074
30821,10009696.16447747
30822,29546536.193143122
30823,27341498.212377325
30824,11192057.753113784
30825,6864636.636219333
30826,28551825.767086208
30827,6864636.636219333
30828,16798749.903084807
30829,10169040.80540475
30830,15904053.365380133
30831,8363541.184491712
30832,23053162.140032303
30833,12859250.246780658
30834,11150133.2788931
30835,36531114.66389552
30836,11216586.455581404
30837,11574733.11775119
30838,6589078.0668213675
30839,31984375.18332486
30840,15854391.846886143
30841,6589078.0668213675
30842,11842028.812224012
30843,15460224.043139957
30844,7558771.965787627
30845,24281596.145411506
30846,8571411.740575617
30847,6589078.0668213675
30848,11035648.972031722
30849,10910390.980874311
30850,11150133.2788931
30851,10936012.33858971
30852,14420988.123773187
30853,6589078.0668213675
30854,36594005.92137338
30855,8323096.558254923
30856,14627664.663891237
30857,11636436.083944118
30858,8571411.740575617
30859,11150133.2788931
30860,6589078.0668213675
30861,28739961.46463214
30862,18616371.452618185
30863,7558771.965787627
30864,19138831.96645178
30865,6589078.0668213675
30866,6864636.636219333
30867,14839623.550991515
30868,8429188.995097756
30869,22069022.87674246
30870,14364721.931560496
30871,6589078.0668213675
30872,6589078.0668213675
30873,6589078.0668213675
30874,8574092.830658708
30875,21366104.90919572
30876,11027023.969291946
30877,30489959.825001314
30878,11545809.746388549
30879,24224708.185685955
30880,8571411.740575617
30881,11443356.357211975
30882,23659407.70549626
30883,24483672.32105585
30884,11545809.746388549
30885,8635989.896261603
30886,11150133.2788931
30887,6589078.0668213675
30888,7558771.965787627
30889,6589078.0668213675
30890,27946663.41695603
30891,11420117.404648712
30892,11420117.404648712
30893,8571411.740575617
30894,35235082.44012536
30895,11545809.746388549
30896,6589078.0668213675
30897,36122123.43991925
30898,15904053.365380133
30899,14832663.644689178
30900,6589078.0668213675
30901,22252685.587169252
30902,11443356.357211975
30903,26355000.524091348
30904,23438464.594964277
30905,11545809.746388549
30906,8568731.488860294
30907,9133233.512947101
30908,10872921.531799953
30909,8323096.558254923
30910,14463897.782560945
30911,22638765.07599017
30912,15884170.118342882
30913,6589078.0668213675
30914,6589078.0668213675
30915,24069893.530793864
30916,10936012.33858971
30917,29293510.786694773
30918,15861831.176995661
30919,11443356.357211975
30920,20721187.387589373
30921,6864636.636219333
30922,22103559.813606627
30923,6589078.0668213675
30924,6864636.636219333
30925,21798071.383352324
30926,6589078.0668213675
30927,6589078.0668213675
30928,23714968.14501501
30929,6864636.636219333
30930,12576858.306444433
30931,14703342.913922526
30932,6589078.0668213675
30933,6589078.0668213675
30934,19228826.65353786
30935,15904053.365380133
30936,14784035.613985825
30937,11035648.972031722
30938,11239411.240278544
30939,11214832.624024315
30940,14774791.223264948
30941,6589078.0668213675
30942,6589078.0668213675
30943,11660115.226297764
30944,11738782.363540525
30945,11498963.33622032
30946,14895420.498487508
30947,8363541.184491712
30948,23161562.80410457
30949,11030473.161179675
30950,36280628.64083713
30951,6589078.0668213675
30952,8571411.740575617
30953,6589078.0668213675
30954,11738782.363540525
30955,20447590.206799615
30956,6589078.0668213675
30957,22613998.02997424
30958,6589078.0668213675
30959,13057829.912457153
30960,16901510.741666846
30961,6589078.0668213675
30962,6589078.0668213675
30963,6589078.0668213675
30964,34235723.94463395
30965,11023575.855954831
30966,6589078.0668213675
30967,6589078.0668213675
30968,11331175.789788544
30969,6589078.0668213675
30970,7558771.965787627
30971,6589078.0668213675
30972,6589078.0668213675
30973,11237653.839826027
30974,11035648.972031722
30975,16788245.720700476
30976,11239411.240278544
30977,8363541.184491712
30978,23556042.92468655
30979,6589078.0668213675
30980,11379117.883956702
30981,11192057.753113784
30982,11027023.969291946
30983,6589078.0668213675
30984,11545809.746388549
30985,11179813.524200384
30986,14774791.223264948
30987,18390685.3163472
30988,6589078.0668213675
30989,12889448.19720476
30990,6589078.0668213675
30991,22494085.825957887
30992,11443356.357211975
30993,24217133.201221474
30994,16388790.192461263
30995,6589078.0668213675
30996,11545809.746388549
30997,11150133.2788931
30998,10624177.130242169
30999,11306396.500616558
31000,6589078.0668213675
31001,8571411.740575617
31002,6589078.0668213675
31003,6589078.0668213675
31004,10932592.684281075
31005,11393361.8649709
31006,14719446.142494414
31007,36605452.32257082
31008,6864636.636219333
31009,13597534.558156507
31010,9290240.379890842
31011,11545809.746388549
31012,11545809.746388549
31013,6589078.0668213675
31014,6589078.0668213675
31015,6589078.0668213675
31016,11545809.746388549
31017,14774791.223264948
31018,33442038.44625987
31019,11213079.066697259
31020,8363541.184491712
31021,14774791.223264948
31022,30323542.67331041
31023,14774791.223264948
31024,21044465.956265915
31025,11239411.240278544
31026,6589078.0668213675
31027,11179813.524200384
31028,27815867.542937107
31029,18204704.94204912
31030,14804856.64670826
31031,8363541.184491712
31032,10340619.455937611
31033,7558771.965787627
31034,28511671.478974227
31035,14804856.64670826
31036,6589078.0668213675
31037,6703397.219610129
31038,11220094.941557225
31039,28834493.68297237
31040,7558771.965787627
31041,11220094.941557225
31042,7558771.965787627
31043,13240828.491314024
31044,16144602.621884527
31045,27341498.212377325
31046,18399314.74717872
31047,6589078.0668213675
31048,12893479.945000071
31049,13514861.825802054
31050,11216586.455581404
31051,11035648.972031722
31052,6589078.0668213675
31053,8323096.558254923
31054,8571411.740575617
31055,14500131.24637128
31056,14774791.223264948
31057,6864636.636219333
31058,6589078.0668213675
31059,6589078.0668213675
31060,11035648.972031722
31061,8571411.740575617
31062,14128581.771808015
31063,6589078.0668213675
31064,11035648.972031722
31065,6589078.0668213675
31066,8571411.740575617
31067,22603391.877923094
31068,11179813.524200384
31069,11220094.941557225
31070,6589078.0668213675
31071,6589078.0668213675
31072,25780270.003791936
31073,11443356.357211975
31074,27341498.212377325
31075,11214832.624024315
31076,6589078.0668213675
31077,11545809.746388549
31078,11130970.415221136
31079,6589078.0668213675
31080,14774791.223264948
31081,11443356.357211975
31082,27977270.843917042
31083,11738782.363540525
31084,14774791.223264948
31085,8323096.558254923
31086,11738782.363540525
31087,24710603.733224228
31088,37199807.78199603
31089,6589078.0668213675
31090,10567841.733138317
31091,7558771.965787627
31092,11035648.972031722
31093,11179813.524200384
31094,6589078.0668213675
31095,35835194.76767514
31096,30609388.094137598
31097,8371391.8476221105
31098,9900726.573311832
31099,6589078.0668213675
31100,20569454.872939736
31101,14427754.860262789
31102,23387208.796250705
31103,15829619.269771133
31104,30815900.016150303
31105,9789881.048479758
31106,11213079.066697259
31107,10574453.891592098
31108,6589078.0668213675
31109,6589078.0668213675
31110,14774791.223264948
31111,23006346.214607522
31112,6589078.0668213675
31113,11239411.240278544
31114,26904652.705429144
31115,6589078.0668213675
31116,6589078.0668213675
31117,6589078.0668213675
31118,6589078.0668213675
31119,6589078.0668213675
31120,6589078.0668213675
31121,7558771.965787627
31122,14409717.281456018
31123,6589078.0668213675
31124,11886554.811746947
31125,30380497.406535115
31126,6589078.0668213675
31127,8571411.740575617
31128,30729284.160249658
31129,6589078.0668213675
31130,10253669.549786702
31131,12283368.524969108
31132,8892249.470226036
31133,21322715.027521484
31134,14629952.21112626
31135,6725446.208188228
31136,8860325.282206746
31137,6589078.0668213675
31138,14547825.4515799
31139,6589078.0668213675
31140,31301564.08638634
31141,18587283.266987927
31142,14774791.223264948
31143,11169329.132978108
31144,6589078.0668213675
31145,22977583.68182289
31146,15179941.54659554
31147,6589078.0668213675
31148,11150133.2788931
31149,11443356.357211975
31150,11035648.972031722
31151,6589078.0668213675
31152,8571411.740575617
31153,6589078.0668213675
31154,6589078.0668213675
31155,24437772.445955083
31156,25772208.600418847
31157,6864636.636219333
31158,6589078.0668213675
31159,8571411.740575617
31160,7097130.231443582
31161,6589078.0668213675
31162,11195558.566648323
31163,6589078.0668213675
31164,11214832.624024315
31165,7558771.965787627
31166,11545809.746388549
31167,6589078.0668213675
31168,18390685.3163472
31169,6905548.876944924
31170,6589078.0668213675
31171,29056279.829792358
31172,6589078.0668213675
31173,6589078.0668213675
31174,6589078.0668213675
31175,21469929.736621384
31176,6589078.0668213675
31177,11035648.972031722
31178,11220094.941557225
31179,34267860.22584536
31180,11179813.524200384
31181,19679032.13472439
31182,6589078.0668213675
31183,11030473.161179675
31184,6589078.0668213675
31185,10932592.684281075
31186,6589078.0668213675
31187,11239411.240278544
31188,6589078.0668213675
31189,10992591.315085342
31190,9704526.54671247
31191,6589078.0668213675
31192,11671060.30704641
31193,11576543.23234064
31194,11058105.564609643
31195,33088321.554327577
31196,12935889.511726484
31197,6589078.0668213675
31198,6589078.0668213675
31199,14774791.223264948
31200,15824669.401159639
31201,6589078.0668213675
31202,11164090.625028105
31203,8571411.740575617
31204,11738782.363540525
31205,11576543.23234064
31206,27977270.843917042
31207,11150133.2788931
31208,6589078.0668213675
31209,11150133.2788931
31210,11576543.23234064
31211,8654916.67781987
31212,11576543.23234064
31213,15696514.684536036
31214,14774791.223264948
31215,6589078.0668213675
31216,11545809.746388549
31217,11035648.972031722
31218,11574733.11775119
31219,11430837.205006797
31220,27341498.212377325
31221,6589078.0668213675
31222,20679107.192157026
31223,14774791.223264948
31224,23009944.061808027
31225,19679032.13472439
31226,8571411.740575617
31227,14774791.223264948
31228,6589078.0668213675
31229,7558771.965787627
31230,6864636.636219333
31231,10932592.684281075
31232,14902409.85208288
31233,14774791.223264948
31234,6589078.0668213675
31235,6589078.0668213675
31236,16917375.798858088
31237,6589078.0668213675
31238,14774791.223264948
31239,12805072.11220876
31240,6589078.0668213675
31241,14774791.223264948
31242,11020128.820831032
31243,6589078.0668213675
31244,11035648.972031722
31245,17283707.871583845
31246,9140377.25052968
31247,6589078.0668213675
31248,30082673.835753784
31249,14774791.223264948
31250,8571411.740575617
31251,11035648.972031722
31252,8571411.740575617
31253,6589078.0668213675
31254,14409717.281456018
31255,16741058.12238808
31256,10845751.873042766
31257,6589078.0668213675
31258,6589078.0668213675
31259,26088479.037956174
31260,6589078.0668213675
31261,26088479.037956174
31262,11545809.746388549
31263,11542199.41049711
31264,6589078.0668213675
31265,6589078.0668213675
31266,6589078.0668213675
31267,6589078.0668213675
31268,11545809.746388549
31269,12436051.627315171
31270,10932592.684281075
31271,11013237.98387507
31272,6589078.0668213675
31273,26305592.44457747
31274,18465608.379786674
31275,13540245.910693428
31276,6589078.0668213675
31277,7865038.437271502
31278,14703342.913922526
31279,18399314.74717872
31280,7855205.565822721
31281,11035648.972031722
31282,14774791.223264948
31283,8571411.740575617
31284,22752331.738082677
31285,11660115.226297764
31286,13055788.183097659
31287,14774791.223264948
31288,11214832.624024315
31289,35417376.014214605
31290,11576543.23234064
31291,18014970.35785883
31292,11738782.363540525
31293,11035648.972031722
31294,6589078.0668213675
31295,10252066.280427154
31296,14774791.223264948
31297,6589078.0668213675
31298,11239411.240278544
31299,14774791.223264948
31300,16491621.876116429
31301,11545809.746388549
31302,6589078.0668213675
31303,22093193.06128865
31304,11020128.820831032
31305,34332223.31333032
31306,11239411.240278544
31307,11150133.2788931
31308,16835566.325498197
31309,22325879.692057308
31310,26653403.912551045
31311,10134117.367756449
31312,20348709.234412644
31313,22494085.825957887
31314,14774791.223264948
31315,14774791.223264948
31316,15824669.401159639
31317,6589078.0668213675
31318,6589078.0668213675
31319,14774791.223264948
31320,22169328.967467345
31321,6589078.0668213675
31322,7558771.965787627
31323,6759184.203799365
31324,27431430.569682054
31325,14876798.24415071
31326,6589078.0668213675
31327,12873333.809220776
31328,6589078.0668213675
31329,10936012.33858971
31330,17256701.980220508
31331,11030473.161179675
31332,13313494.837757902
31333,25273341.135384582
31334,11545809.746388549
31335,28834493.68297237
31336,9408660.756433612
31337,32164936.395048894
31338,6589078.0668213675
31339,6589078.0668213675
31340,16409305.105168683
31341,14774791.223264948
31342,35048246.113281734
31343,6589078.0668213675
31344,34590886.82585223
31345,11239411.240278544
31346,6589078.0668213675
31347,6589078.0668213675
31348,15772789.137122633
31349,15706335.785350904
31350,11239411.240278544
31351,8340033.34143722
31352,6589078.0668213675
31353,27612183.680687618
31354,17498545.52546988
31355,11148389.837989924
31356,8571411.740575617
31357,6589078.0668213675
31358,11443356.357211975
31359,14482003.182614418
31360,7750275.435040755
31361,14022931.148871962
31362,14774791.223264948
31363,6589078.0668213675
31364,6589078.0668213675
31365,6589078.0668213675
31366,6589078.0668213675
31367,23585529.5524171
31368,20890366.209137134
31369,6589078.0668213675
31370,22977583.68182289
31371,13369824.103729274
31372,10934302.3777502
31373,6589078.0668213675
31374,14128581.771808015
31375,23208694.58185527
31376,14774791.223264948
31377,27307315.873036742
31378,17832789.494215537
31379,8306194.1699699145
31380,6589078.0668213675
31381,6589078.0668213675
31382,14520552.443630472
31383,17838367.491588373
31384,23659407.70549626
31385,6589078.0668213675
31386,14584269.162309347
31387,16301887.558811769
31388,11239411.240278544
31389,14387202.016394708
31390,16970366.95587557
31391,6589078.0668213675
31392,8285438.343955445
31393,30662084.622446977
31394,36616902.304138824
31395,11318779.36429321
31396,6589078.0668213675
31397,8323096.558254923
31398,7558771.965787627
31399,18356208.04678603
31400,7558771.965787627
31401,6589078.0668213675
31402,21862931.55626913
31403,11035648.972031722
31404,20923058.606290683
31405,7558771.965787627
31406,7558771.965787627
31407,6589078.0668213675
31408,8571411.740575617
31409,11336492.698829632
31410,7281490.971633622
31411,37421513.22552962
31412,15790063.63238585
31413,16809260.65779622
31414,6589078.0668213675
31415,14694148.979979265
31416,6589078.0668213675
31417,28489387.947522074
31418,12992652.671601629
31419,18572756.222533517
31420,8363541.184491712
31421,6589078.0668213675
31422,25092198.550248846
31423,11035648.972031722
31424,6589078.0668213675
31425,6589078.0668213675
31426,32661645.137403805
31427,11058105.564609643
31428,14668895.293718701
31429,25647578.70538247
31430,6589078.0668213675
31431,6589078.0668213675
31432,11304628.626313247
31433,9079123.25443686
31434,6589078.0668213675
31435,13154152.223190874
31436,14774791.223264948
31437,14774791.223264948
31438,9335384.671139322
31439,7558771.965787627
31440,6589078.0668213675
31441,16720128.452094683
31442,11214832.624024315
31443,24069893.530793864
31444,6589078.0668213675
31445,36927409.287016094
31446,37462497.58940002
31447,38213914.71167481
31448,6589078.0668213675
31449,6589078.0668213675
31450,12622173.344333928
31451,12541507.873796126
31452,18399314.74717872
31453,7558771.965787627
31454,17704975.857498948
31455,6589078.0668213675
31456,11035648.972031722
31457,6589078.0668213675
31458,10252066.280427154
31459,6589078.0668213675
31460,11035648.972031722
31461,6589078.0668213675
31462,11738782.363540525
31463,10936012.33858971
31464,6589078.0668213675
31465,6589078.0668213675
31466,6589078.0668213675
31467,6589078.0668213675
31468,6589078.0668213675
31469,11035648.972031722
31470,6589078.0668213675
31471,14584269.162309347
31472,11443356.357211975
31473,13633729.47571051
31474,11443356.357211975
31475,6589078.0668213675
31476,6589078.0668213675
31477,20441196.314326424
31478,10813576.070233658
31479,6589078.0668213675
31480,6589078.0668213675
31481,13242899.15819888
31482,9055019.93550758
31483,6589078.0668213675
31484,6864636.636219333
31485,11393361.8649709
31486,11239411.240278544
31487,15440895.671473082
31488,14721748.042974338
31489,9264127.815204835
31490,7558771.965787627
31491,6589078.0668213675
31492,12630070.870716847
31493,21436382.850281212
31494,29787769.86418801
31495,14170621.375380937
31496,39096389.85406373
31497,10900159.253177196
31498,7558771.965787627
31499,17883054.328027923
31500,38411619.68623145
31501,10374632.088762624
31502,9133233.512947101
31503,6589078.0668213675
31504,30470894.591446366
31505,10567841.733138317
31506,13010950.81806264
31507,6589078.0668213675
31508,11164090.625028105
31509,6589078.0668213675
31510,16301887.558811769
31511,11035648.972031722
31512,11192057.753113784
31513,28240999.09184144
31514,30323542.67331041
31515,11443356.357211975
31516,6919601.0732818935
31517,8307493.134154031
31518,12469154.824406816
31519,13240828.491314024
31520,6589078.0668213675
31521,27763720.75617025
31522,11220094.941557225
31523,6589078.0668213675
31524,6589078.0668213675
31525,15632827.046818621
31526,11545809.746388549
31527,14443556.262430716
31528,9674223.482904691
31529,22977583.68182289
31530,21658764.817173455
31531,19346452.68811786
31532,11545809.746388549
31533,14659722.89971542
31534,32549475.57568912
31535,10418527.056225259
31536,6589078.0668213675
31537,8571411.740575617
31538,6589078.0668213675
31539,11239411.240278544
31540,14774791.223264948
31541,11443356.357211975
31542,13078264.775563255
31543,6589078.0668213675
31544,11035648.972031722
31545,6589078.0668213675
31546,14774791.223264948
31547,7860120.463953967
31548,6589078.0668213675
31549,8571411.740575617
31550,20672640.905107204
31551,6589078.0668213675
31552,6589078.0668213675
31553,6589078.0668213675
31554,9580884.003731823
31555,11192057.753113784
31556,8323096.558254923
31557,6589078.0668213675
31558,14774791.223264948
31559,11443356.357211975
31560,8323096.558254923
31561,11150133.2788931
31562,6589078.0668213675
31563,10932592.684281075
31564,6589078.0668213675
31565,14774791.223264948
31566,13998831.032198144
31567,30380497.406535115
31568,36531114.66389552
31569,15904053.365380133
31570,11179813.524200384
31571,6589078.0668213675
31572,6589078.0668213675
31573,22977583.68182289
31574,16864550.110422622
31575,11545809.746388549
31576,6589078.0668213675
31577,11738782.363540525
31578,8421284.130003242
31579,6589078.0668213675
31580,23060373.04084286
31581,20582324.90753189
31582,6589078.0668213675
31583,6589078.0668213675
31584,6589078.0668213675
31585,14774791.223264948
31586,14784035.613985825
31587,13601787.791414928
31588,15730915.429876763
31589,11239411.240278544
31590,6589078.0668213675
31591,22938093.904233105
31592,6589078.0668213675
